"sentenceA"	"sentenceB"	"label"
"ähm, was denkst du über die jungen Leute, die sie sind, reden sie? Denkst du, achtzehn Jahre alt wie richtig oder während der High School?"	"Sind die jungen Leute bereit, über ihr Leben zu sprechen?"	"neutral"
"Es wird nicht zustimmen."	"Ich werde nicht zustimmen."	"entailment"
"Ein Blick auf Sather Karfs Gesichtsausdruck genügte, um Hanson davon zu überzeugen, dass Malok die Wahrheit geweint hatte und dass ihre Arbeit immer noch rückgängig gemacht werden konnte."	"Hanson war überzeugt, dass Malok die Wahrheit sagte."	"entailment"
"In Kürze werden elektronische Netzwerke es den Menschen ermöglichen, die Grenzen von Zeit und Entfernung zu überwinden und die globalen Märkte und Geschäftsmöglichkeiten zu nutzen, die heute nicht mehr vorstellbar sind, und eine neue Welt wirtschaftlicher Möglichkeiten und Fortschritte zu eröffnen."	"Neue wirtschaftliche Möglichkeiten und Fortschritte werden durch elektronische Netze vorangetrieben."	"entailment"
"Gehen Sie die Treppe rechts vom Eingang hinauf, um die nächsten vier Stationen zu sehen."	"Steigen Sie die Treppe rechts vom Eingang hinauf, um die nächsten Stationen zu sehen."	"entailment"
"Nach einem Spaziergang durch den Wald erreichen Sie eine Plattform, die in der Luft zu schweben scheint, mit atemberaubenden Ausblicken über steile Hänge und dramatische Schluchten zu den markanten Gipfeln von Ruivo und Arieiro."	"Die Aussicht von der Plattform war sehr unauffällig."	"contradiction"
"Es gibt weiterhin Gerüchte, dass die Aufführungen fortgesetzt werden."	"Die Aufführungen haben in den letzten drei Jahren nicht stattgefunden."	"neutral"
"Nichts; aber"	"Leere; immer noch"	"neutral"
"Nun, ich weiß nicht, ob es welche gab, an die ich mich an die Milton Berle Show erinnere, selbst wenn ich es war"	"Ich habe noch nie von der Milton Berle Show gehört ... was ist das?"	"contradiction"
"Madeira scheint viel größer als seine winzige Größe zu sein, nur 57 km lang und 22 km breit."	"Madeira fühlt sich extrem klein an, weil es tatsächlich nur 35 Meilen lang und 13 Meilen breit ist."	"contradiction"
"Chitwan, Herz des Dschungels in Nepali, ist ein tropischer Wald an der südlichen Grenze zu Indien."	"Chitwan, das Herz des Dschungels, ist Nepals zweitgrößte Stadt."	"neutral"
"Diese Angelegenheiten sind beide sehr schwierig und (mit Ausnahme der strengen Little Raft-Buddhisten, die nur an der Linderung des Leidens interessiert sind, nicht an der Metaphysik) sehr wichtig."	"Manchmal variiert der Ernst der Dinge."	"neutral"
"Er tut, was er braucht, aber meistens, wenn es etwas Wichtiges ist, wissen Sie, dass wir die Klimakanäle reinigen oder so etwas, das wir einfach dafür vermieten"	"Ich vertraue ihm nicht, dass er die großen Aufgaben erledigt, also stellen wir jemand anderen ein."	"neutral"
"Ich meine, kannst du da unten kriechen oder ist es das?"	"Ist es groß genug, um darunter zu kriechen?"	"entailment"
"Es wurde später von den Holländern umbenannt."	"Die Holländer benannten es in &quot;Das Juwel des Meeres&quot; um"	"neutral"
"Julius gratulierte."	"Julius freut sich für seinen Freund."	"neutral"
"Ich war dort, um die U-Bahn zu besuchen, als du die U-Bahn-Stadt kennst"	"Ich wollte immer, besuchte aber nie die Untergrundstadt."	"contradiction"
"Mussolini, der kurz nach den Landungen der Alliierten gestürzt und kurzzeitig als deutsche Marionette im Norden wieder eingesetzt wurde, wurde auf der Flucht in deutscher Uniform an die Schweizer Grenze erwischt."	"Die Alliierten konnten Mussolini nicht fangen, bevor er die Schweizer Grenze erreichte."	"contradiction"
"Auch technisch wahr."	"Das ist völlig richtig."	"neutral"
"Nun, wenn du darüber nachdenkst, wenn ähm, ich erinnere mich, dass sie dich bezahlt haben, als sie den Reifen genommen haben, von dem du weißt, dass er die Wende in deinem Reifen hat, wenn du deinen hast"	"Ich erinnere mich, wann sie dich dafür bezahlen würden, Reifen aufzunehmen."	"entailment"
"Nun, im Norman auf dem normalen Weg machen wir Dinge, wie wäre es mit den Damen, die zuerst gehen"	"Wir sollten die Frauen zuerst gehen lassen."	"entailment"
"Militär Ja, mein Mann war in der Marine"	"Er trat der Marine bei, nachdem wir geheiratet hatten."	"neutral"
"Ja, zieh deine eigenen Jeans aus und halte dich vom Basiskrankenhaus fern, was ich im Allgemeinen getan habe"	"Ich legte Wert darauf, mich vom Basiskrankenhaus fernzuhalten."	"entailment"
"Tuppence unterdrückte ihn mit einem strengen Blick und trat ein."	"Ein strenger Blick von Tuppence brachte ihn zum Schweigen, als sie eintrat und die alte Dame begrüßte."	"neutral"
"Henry führte Expeditionen durch, die es letztendlich schafften, das Verständnis der Europäer für die Welt neu zu definieren."	"Henry reiste nie aus seiner Heimat heraus."	"contradiction"
"Kleinere Unternehmen müssen sich daher durch die von ihnen gesammelten Inhalte und deren Präsentation auszeichnen, wenn sie im Wettbewerb bestehen wollen."	"Kleinere Unternehmen müssen arbeiten, um sich zu profilieren."	"entailment"
"Beispiele für die Arten von Urlaub in solchen T- und A-Aufzeichnungen umfassen, ohne darauf beschränkt zu sein, jährlichen, kranken und familienfreundlichen Urlaub."	"Sie haben zwei Wochen Urlaub."	"neutral"
"Aber es ist eine Kreuzung zwischen einer Tuba und einem und du weißt, ein Horn ist ein Blechblasinstrument"	"Es ist ein Streichinstrument wie eine Bratsche."	"contradiction"
"Also und ich habe einen Sohn"	"Ich habe einen Sohn."	"entailment"
"Das Nichtverzerrungsprinzip des Gerichtshofs ist auch in Bezug auf den Sachverhalt falsch, da es keine Grundlage für die Annahme gibt, dass a504 (a) (16) Fälle von LSC-Anwälten vorlegt, die die Gerichte nicht in ernsten Fragen beraten können Die gesetzliche Gültigkeit, Ante, bei 11, wird die Arbeitsweise der Gerichte verzerren."	"Die LSC-Anwälte können manchmal keine ernsthaften Fragen ohne Spott stellen."	"neutral"
"Aber wie sie es gemacht haben, bekommt meine Ziege. &quot;"	"Die Tatsache, dass sie wussten, wie es geht, verblüfft mich."	"entailment"
"Der wichtigste und überzeugende Demokrat Das einzige Neue, was Starr sagte, war, dass er Clinton in Filegate und Travelgate entlastet hat."	"Starr sagte nichts über die Entlastung von Clinton."	"contradiction"
"Sagen Sie dann."	"Bleib ruhig."	"contradiction"
"Sein war ein weiteres Beispiel für die bisexuelle Symbolik von Fischen"	"Sein Beispiel repräsentiert die bisexuelle Symbolik von Fischen."	"entailment"
"Um diese Frage zu beleuchten, wurden drei spezielle Läufe mit Querelastizitäten durchgeführt."	"An den Elastizitäten wurden keine weiteren Läufe durchgeführt."	"contradiction"
"ähm ja, ich denke das ist wahr"	"Das ist sachlich."	"entailment"
"Hed verbrauchte 900 Dollar für seinen früheren Anwalt, ein Großteil davon ging bei vier fehlgeschlagenen Versuchen verloren, seine Exfrau mit Adoptionspapieren zu versorgen."	"Er gab die Mehrheit von 900 Dollar aus, um seiner Exfrau keine Adoptionspapiere zuzustellen."	"entailment"
"Die Sammlung und in der Tat das Gebäude selbst sind nicht riesig oder aufdringlich, so dass Besucher sich entspannen und die Kunst vielleicht mehr genießen können, als dies in so großen Galerien wie dem Louvre oder dem Rijksmuseum möglich ist."	"Die Sammlung ist zu groß, um verwaltet zu werden."	"contradiction"
"(Die Verbesserung wird bis heute fortgesetzt, wobei versucht wird, das Los der Fußgänger zu verbessern und gleichzeitig dem tosenden Verkehr gerecht zu werden.)"	"Die Verbesserungen, die den Fußgängern zugute kommen, können sich nachteilig auf den Verkehr auswirken."	"neutral"
"Ich meine, das ist ihre Politik, sie feuern niemals jemanden, es sei denn, Sie werden dabei erwischt, etwas illegal zu tun"	"Ihre Politik ist es, nur jemanden zu feuern, der illegale Dinge tut."	"entailment"
"Bei seinem Prozess 1977 wurde Flynt wegen Obszönität und organisierter Kriminalität zu sieben bis 25 Jahren Haft verurteilt."	"Neben Unanständigkeit und organisiertem Verbrechen wurde Flynt auch wegen Mordes an mehreren Politikern verurteilt."	"neutral"
"Wer wer würdest du, wenn du dich aus einem der Ligateams aussuchen würdest, wer würdest du sagen, wird dieses Jahr für einundneunzig der neue neue Super Bowl-Meister sein?"	"Wen würdest du wählen, um dieses Jahr die neuen Super Bowl Champions zu werden?"	"entailment"
"Als erstes wusste ich, dass ein Wachmann kam und informierte mich höflich, dass ich nicht in einem Raucherwagen war."	"Als erstes wusste ich, dass eine Nationalgarde mit strengem Gesicht ankam, um mir mitzuteilen, dass ich hier nicht rauchen kann."	"neutral"
"- Aufforderung an den Obersten Gerichtshof von Pennsylvania, einen messbaren Standard von 50 Stunden pro bono Teilnahme pro Anwalt und Jahr als Ziel gemäß den Model Rules of Professional Conduct festzulegen."	"Die Musterregeln für professionelles Verhalten könnten Standards für ehrenamtliche Arbeit regeln."	"entailment"
"Der Presbyterianismus wurde als Schottlands offizielle Staatskirche gegründet und die Covenanters setzten sich durch."	"Den Covenanters gelang es, den Presbyterianismus als Schottlands offizielle Staatskirche zu etablieren."	"entailment"
"Der Traum erhöht die primitive Kunst, die die visuelle Inspiration des Films darstellt, auf eine Weise, die wirklich religiös erscheint."	"Die Bilder des Films sind von primitiver Kunst beeinflusst."	"entailment"
"Ja, sie werden es auch tun. Gehen Sie einfach zu Ihrer Sozialversicherungsnummer und sehen Sie sich dann Ihre Qualifikationen an, von denen Sie wissen, dass Sie sie haben"	"Sie verwenden nicht Ihre Sozialversicherungsnummer, sondern nur Ihre Qualifikationen."	"contradiction"
"Nun, sie kämpfen damit"	"Es ist schwierig."	"neutral"
"Informationen zu verschiedenen Gesichtern mit zentralen Nasenringen finden Sie in der Piercing-Galerie im Body Modification E-Zine oder im Zine selbst."	"Wenn Sie Tätowierungen sehen möchten, sehen Sie sich die Piercing-Galerie an."	"contradiction"
"Ich war etwas faul bei der Beschaffung eines Geschenks, und in der Zwischenzeit hat sich mein Freund scheiden lassen und wird bald wieder heiraten."	"Als ich ein Geschenk kaufte, wurde mein Freund geschieden und verlobt."	"entailment"
"Die Cumberland Pencil Factory, ein weltweit führender Hersteller von Stiften, scheint dem Besucher wenig zu bieten zu haben, aber das Pencil Museum bietet faszinierende Einblicke in die Geschichte der Bleistiftherstellung in der Region."	"In Cumberland gibt es eine große Bleistiftfabrik."	"entailment"
"Ich war ein Einwohner, obwohl ich noch sehr jung im Bundesstaat Alaska war, als Alaska aufhörte, ein Territorium zu werden. Ich glaube, ich habe ein übrig gebliebenes positives Gefühl in Bezug auf die Frage, obwohl ich es nicht tue. Ich weiß nicht viel über Puerto Rico. Ich weiß, dass all die Dinge, die in Bezug auf dieses Territorium in Alaska passiert sind, sehr positiv waren. Ich habe den Verdacht, dass ich glaube, dass eine solche Staatlichkeit eine gute Idee ist, wenn Sie ein Territorium haben Bei der Größe von Puerto Rico sollte man es entweder zu einem vollwertigen Staat machen oder es auf die eine oder andere Weise loslassen, wie ist Ihre Situation?"	"Alaska hörte 1959 auf, ein Territorium zu sein."	"entailment"
"Diese Woche mit ADM? Vor weniger als einem Monat hat ABC den brauchbaren Namen dieser Woche für den überfamiliären Namen Diese Woche mit Sam &amp; Cokie aufgegeben. Diese Woche wechselte die Show zu Diese Woche mit Sam Donaldson &amp; Cokie Roberts. Pundit Central wehrt seine fleißigen und talentierten Redakteure ab und lehnt den neuen Namen als zu lang und zu unelegant ab, um ihn überhaupt erst zu erwähnen."	"ABC generierte den brauchbaren Namen dieser Woche für den Überfamiliären Diese Woche mit Sam &amp; Cokie."	"contradiction"
"Auf der vierten Seite befindet sich ein künstlicher See, der sich 8 km bis zur Grenze zu Rajasthan erstreckt und anscheinend für die Bedürfnisse der Zitadelle nie ausreicht. Dies ist einer der wahrscheinlichen Gründe, warum Akbar sich nicht dauerhaft hier niedergelassen hat."	"Ein weiterer wahrscheinlicher Grund, warum sich Akbar dort nicht niederließ, waren die extrem heißen Temperaturen in den Sommermonaten."	"neutral"
"Vielleicht, wenn ich schwul wäre, aber ich bin es nicht."	"Ich bin heterosexuell."	"entailment"
"Feministinnen ignorieren Clintons abscheuliches Verhalten, weil sie zum Establishment gehören und mit Bill und Hillary befreundet sind."	"Clinton hatte ein abscheuliches Verhalten."	"entailment"
"Keine einzige Leinwandhütte säumte diese Straße."	"Diese Straße ist mit Leinwandhütten gesäumt."	"contradiction"
"Wir haben reingeschaut."	"Wir schauten ins Fenster."	"neutral"
"Sie trug zerfetzte braune Roben und ihre Kapuze schützte sie vor der Sonne."	"Ihre zerfetzten braunen Roben und ihre Kapuze schützten sie vor der Sonne."	"entailment"
"Sie brachten mir Essen, Fleisch und Kartoffeln."	"Sie brachten mir etwas zu essen."	"entailment"
"Hobbys, das ist es auch schon. Ich habe nicht viel Zeit für Hobbys. Zwischen dem Studium und dem Versuch, ein Geschäft zu führen, hast du nicht viel Zeit"	"Ich bin Student, während ich ein Cookie-Geschäft leite."	"neutral"
"Ja, Bah Humbug"	"Ja, bah Humbug."	"entailment"
"Laut Robert Alter von der New Republic gibt es zu viele angespannte Muskeln."	"Rober Alter mag es nicht, wenn Dinge überstilisiert werden."	"neutral"
"Hier kam ein offensichtlich erfahrener Mann in die Firma dieses jungen Emporkömmlings, wahrscheinlich sehr gut gekleidet und mit Zeugnissen, die er schon vor der Geburt des CEO erworben hatte."	"Er war ein außergewöhnlich erfahrener Mann, der in dieser jungen Firma anfing und mit den richtigen Zeugnissen gut gekleidet war."	"entailment"
"Pinochet nicht an Spanien ausgeliefert werden."	"Pinochet wird in Spanien nicht verurteilt."	"neutral"
"Und woher willst du das wissen? fragte Adrin."	"Und wo würde ich das finden? fragte Adrin."	"contradiction"
"Ich konnte Sie vorher nicht wissen lassen, wie schnell Sie unterwegs waren."	"Ich konnte es dir vorher nicht sagen, angesichts der Geschwindigkeit, mit der du gefahren bist."	"entailment"
"In vielerlei Hinsicht scheint sie die ideale Ergänzung für sie zu sein, und nicht nur, weil sie eine Expertin für das Massieren von Egos ist."	"Sie ist keine schrecklich schmeichelhafte Person."	"contradiction"
"oh yeah da für mich sollen hunde draußen sein"	"Hunde können drinnen sein."	"contradiction"
"Höhlenbewohner waren die frühesten Bewohner der Region, insbesondere im Karmelgebiet (Haifa)."	"Die Region war vor den Höhlenbewohnern unbewohnt."	"entailment"
"Joseph Ralstons Kandidatur für den Vorsitz der gemeinsamen Stabschefs wurde entgleist, weil er eine Beziehung zu einer anderen Frau hatte, während er von seiner Frau getrennt war."	"Joseph Ralston und seine Frau hatten Eheprobleme aufgrund seiner außerehelichen Affäre."	"neutral"
"Die Installation und der Betrieb von SCR-Systemen werden voraussichtlich nicht durch die zukünftige Verfügbarkeit von Ammoniak oder Harnstoff eingeschränkt."	"Die zukünftige Verfügbarkeit von Ammoniak wird voraussichtlich keine Auswirkungen auf die Installation und den Betrieb von SCR-Systemen haben."	"entailment"
"Der Überwachungsprozess sollte auch Richtlinien und Verfahren enthalten, um sicherzustellen, dass die Ergebnisse der Überprüfungen den entsprechenden Personen innerhalb der Organisation mitgeteilt werden, damit sie unverzüglich gelöst werden können."	"Die Überwachung sollte Probleme an Personen weitergeben, die sie wahrscheinlich lösen."	"entailment"
"und und die eine Person, die ich kenne, die eine hat, für die sie sich schuldig fühlen, hat diese ständige Schuldgefühle, dass sie nicht das Richtige tut und so weiter. Am Wochenende würde sie wissen, dass sie die ganze Zeit mit ihren Kindern verbringen und viel Geld ausgeben und viel Geld im Grunde denke ich, dass sie das Kind wirklich verwöhnen, um zu versuchen, ihre Schuldgefühle zu überkompensieren"	"Niemand hat Schuld daran, wie sie Eltern sind."	"contradiction"
